Geo Point;Geo Shape;gares_id;nom_long;nom_so_gar;nom_su_gar;id_ref_ZdC;StopName;id_ref_ZdA;nom_ZdA;idrefliga;idrefligc;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.842436797924776, 2.365184811993381;"{""coordinates"": [2.365184811993381, 48.842436797924776], ""type"": ""Point""}";311;Gare d'Austerlitz;;;71135;Gare d'Austerlitz;462352;Gare d'Austerlitz;A01543;C01380;METRO 10;10;METRO;0;0;METRO 10;0;0;RATP;1;1;653409.0746;6860452.7051;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Gare d'Austerlitz
48.82982637901668, 2.2956619828222946;"{""coordinates"": [2.295661982822295, 48.82982637901668], ""type"": ""Point""}";981;Georges Brassens;;;71018;Georges Brassens;43285;Georges Brassens;A01193;C01391;TRAM 3a;3A;TRAMWAY;0;0;0;0;0;RATP;1;0;648294.2142;6859093.8383;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Georges Brassens
48.82592054697146, 2.3133800873660437;"{""coordinates"": [2.313380087366044, 48.82592054697146], ""type"": ""Point""}";984;Didot;;;70983;Didot;42847;Didot;A01193;C01391;TRAM 3a;3A;TRAMWAY;0;0;0;0;0;RATP;1;0;649591.099;6858648.1007;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Didot
48.90653655905889, 2.443992334554138;"{""coordinates"": [2.443992334554138, 48.90653655905889], ""type"": ""Point""}";354;Hôtel de Ville de Bobigny;Maison de la Culture;;72477;Hôtel de Ville de Bobigny;43390;Hotel de Ville de Bobigny;A01191;C01389;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;659243.0732;6867536.6045;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Hôtel de Ville de Bobigny
48.90470320378033, 2.4699715449785766;"{""coordinates"": [2.469971544978577, 48.90470320378033], ""type"": ""Point""}";971;Pont de Bondy;;;72478;Pont de Bondy;44471;Pont de Bondy;A01191;C01389;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;661146.0247;6867319.644;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Pont de Bondy
48.86823878484656, 2.2214106026180156;"{""coordinates"": [2.221410602618016, 48.86823878484656], ""type"": ""Point""}";844;Suresnes-Longchamp;;;70811;Suresnes - Longchamp;44914;Suresnes - Longchamp;A01192;C01390;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;642885.6684;6863416.0533;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;Suresnes-Longchamp
48.95931814416915, 2.3420538013870744;"{""coordinates"": [2.342053801387074, 48.95931814416915], ""type"": ""Point""}";1187;Villetaneuse-Université;;;72396;Villetaneuse Université;462926;Villetaneuse Université;A02150;C01795;TRAM 8;8;TRAMWAY;0;0;0;TRAM 8;0;RATP;1;0;651819.7574;6873463.2983;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de;Villetaneuse-Université
48.93335538222905, 2.294602989386074;"{""coordinates"": [2.294602989386074, 48.93335538222905], ""type"": ""Point""}";1081;Le Village;;;72305;Le Village;50664;Le Village;A01191;C01389;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;648319.3156;6870606.2437;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Le Village
48.89666439721808, 2.2400792520382726;"{""coordinates"": [2.240079252038273, 48.89666439721808], ""type"": ""Point""}";1086;Faubourg de l'Arche;;;72063;Faubourg de l'Arche;479058;Faubourg de l'Arche;A01192;C01390;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;644285.5052;6866563.4259;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;Faubourg de l'Arche
48.9175149075793, 2.224812188878315;"{""coordinates"": [2.224812188878315, 48.9175149075793], ""type"": ""Point""}";1091;Parc Pierre Lagravère;;;70975;Parc Pierre Lagravère;44678;Parc Pierre Lagravère;A01192;C01390;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;643188.9794;6868892.7737;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;Parc Pierre Lagravère
48.83038859059281, 2.393449698306368;"{""coordinates"": [2.393449698306368, 48.83038859059281], ""type"": ""Point""}";1103;Baron Le Roy;;;71570;Baron Leroy;58730;Baron Le Roy;A01193;C01391;TRAM 3a;3A;TRAMWAY;0;0;0;0;0;RATP;1;0;655473.1841;6859096.7622;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Baron Le Roy
48.898601172178374, 2.3690369493169228;"{""coordinates"": [2.369036949316923, 48.898601172178374], ""type"": ""Point""}";1113;Porte d'Aubervilliers;;;72434;Porte d'Aubervilliers;44503;Porte d'Aubervilliers;A01757;C01679;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;653741.6915;6866695.5168;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Porte d'Aubervilliers
48.77893639308641, 2.3674058644972855;"{""coordinates"": [2.367405864497286, 48.77893639308641], ""type"": ""Point""}";1144;Domaine Chérioux;;;70022;Domaine Chérioux;42882;Domaine Chérioux;A02134;C01774;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;653515.5161;6853390.9843;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;Domaine Chérioux
48.772074216639396, 2.367815001629962;"{""coordinates"": [2.367815001629962, 48.772074216639396], ""type"": ""Point""}";1145;Moulin Vert;;;69925;Moulin Vert;47693;Moulin Vert;A02134;C01774;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;653539.4713;6852627.7831;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;Moulin Vert
48.759573535261836, 2.366398000043218;"{""coordinates"": [2.366398000043218, 48.759573535261836], ""type"": ""Point""}";1148;Porte de Thiais;Marché International;;73753;Chevilly-Larue;47421;Porte de Thiais;A02134;C01774;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;653424.1827;6851238.7609;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;Porte de Thiais
48.785121413328156, 2.178798590270474;"{""coordinates"": [2.178798590270474, 48.785121413328156], ""type"": ""Point""}";1178;Robert Wagner;;;422455;Robert Wagner;44649;Robert Wagner;A02149;C01794;TRAM 6;6;TRAMWAY;0;0;0;0;0;RATP;1;0;639663.8104;6854206.2278;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Robert Wagner
48.78140432088545, 2.2091292272948757;"{""coordinates"": [2.209129227294876, 48.78140432088545], ""type"": ""Point""}";1174;Inovel Parc Nord;;;63717;Inovel Parc Nord;44285;Inovel Parc Nord;A02149;C01794;TRAM 6;6;TRAMWAY;0;0;0;0;0;RATP;1;0;641888.0801;6853770.2053;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Inovel Parc Nord
48.78045471153042, 2.1914099192732954;"{""coordinates"": [2.191409919273295, 48.78045471153042], ""type"": ""Point""}";1176;Mairie de Vélizy;;;63706;Mairie de Vélizy;42430;Mairie de Vélizy;A02149;C01794;TRAM 6;6;TRAMWAY;0;0;0;0;0;RATP;1;0;640585.0575;6853677.8126;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Mairie de Vélizy
48.93968870865854, 2.345207505927952;"{""coordinates"": [2.345207505927952, 48.93968870865854], ""type"": ""Point""}";1182;Paul Éluard;;;72335;Paul Éluard / Théâtre Gérard Philipe;46334;Paul Éluard;A02150;C01795;TRAM 8;8;TRAMWAY;0;0;0;0;0;RATP;1;0;652032.5911;6871278.5727;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b865807abbd35de8ec5a834f5886d3de;Paul Éluard
48.936389147061696, 2.3636407021979244;"{""coordinates"": [2.363640702197924, 48.936389147061696], ""type"": ""Point""}";187;Cimetière de Saint-Denis;Sous-Préfecture;;72322;Cimetière de Saint-Denis;46327;Cimetière de Saint-Denis;A01191;C01389;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;653379.9447;6870900.6225;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Cimetière de Saint-Denis
48.91270497529589, 2.435420992985438;"{""coordinates"": [2.435420992985438, 48.91270497529589], ""type"": ""Point""}";268;Escadrille Normandie-Niémen;;;72517;Escadrille Normandie - Niémen;47347;Escadrille Normandie - Niémen;A01191;C01389;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;658619.6847;6868226.9754;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Escadrille Normandie-Niémen
48.83331427148139, 2.2768549764108004;"{""coordinates"": [2.2768549764108, 48.83331427148139], ""type"": ""Point""}";1010;Suzanne Lenglen;;;71042;Suzanne Lenglen;44917;Suzanne Lenglen;A01192;C01390;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;646917.1728;6859494.1291;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;Suzanne Lenglen
48.952680187232, 2.357983075325655;"{""coordinates"": [2.357983075325655, 48.952680187232], ""type"": ""Point""}";1129;Petit Pierrefitte;;;72371;Petit Pierrefitte;46338;Petit Pierrefitte;A01760;C01684;TRAM 5;5;TRAMWAY;0;0;0;0;0;RATP;1;0;652980.2023;6872715.5459;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/b80fe7750c20d7588ef571595791b3a3;Petit Pierrefitte
48.92740289165738, 2.3924711193168307;"{""coordinates"": [2.392471119316831, 48.92740289165738], ""type"": ""Point""}";355;Hôtel de Ville de La Courneuve;;;72622;Hôtel de Ville de la Courneuve;46120;Hôtel de Ville de la Courneuve;A01191;C01389;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;655484.3469;6869884.7205;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Hôtel de Ville de La Courneuve
48.91917902772585, 2.41383718095636;"{""coordinates"": [2.41383718095636, 48.91917902772585], ""type"": ""Point""}";528;Maurice Lachâtre;;;72553;Maurice Lachâtre;44125;Maurice Lachâtre;A01191;C01389;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;657043.0911;6868958.404;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Maurice Lachâtre
48.738603872058455, 2.369907789255685;"{""coordinates"": [2.369907789255685, 48.738603872058455], ""type"": ""Point""}";1156;Caroline Aigle;Orlyfret;;69606;Caroline Aigle (Orlyfret);58781;Caroline Aigle (Orlyfret);A02134;C01774;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;0;0;653663.576;6848905.2701;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;Caroline Aigle
48.78496976326487, 2.2200095168565332;"{""coordinates"": [2.220009516856533, 48.78496976326487], ""type"": ""Point""}";1172;Vélizy 2;;;420144;Vélizy 2 (Nord) / Europe Nord;59053;Vélizy 2;A02149;C01794;TRAM 6;6;TRAMWAY;0;0;0;0;0;RATP;1;0;642691.4361;6854158.6673;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7e2c2678c2250f7f2e96088e2529d697;Vélizy 2
48.85622809125615, 2.3946756547920462;"{""coordinates"": [2.394675654792046, 48.85622809125615], ""type"": ""Point""}";11;Alexandre Dumas;;;71728;Alexandre Dumas;45196;Alexandre Dumas;A01535;C01372;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;655585.2053;6861969.1765;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Alexandre Dumas
48.85197520932561, 2.401927284511547;"{""coordinates"": [2.401927284511547, 48.85197520932561], ""type"": ""Point""}";121;Buzenval;;;479928;Buzenval / Avron;42410;Buzenval;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;656113.6911;6861492.2374;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Buzenval
48.84023383632875, 2.3516064753021904;"{""coordinates"": [2.35160647530219, 48.84023383632875], ""type"": ""Point""}";127;Censier-Daubenton;;;71100;Censier Daubenton;42461;Censier Daubenton;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652410.5319;6860215.8558;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Censier-Daubenton
48.88671096804134, 2.349559430194618;"{""coordinates"": [2.349559430194618, 48.88671096804134], ""type"": ""Point""}";162;Château Rouge;;;71469;Château Rouge;42585;Château Rouge;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;652302.861;6865384.9736;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Château Rouge
48.89465585833331, 2.382160158371538;"{""coordinates"": [2.382160158371538, 48.89465585833331], ""type"": ""Point""}";209;Corentin Cariou;;;72031;Corentin Cariou;45598;Corentin Cariou;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;654700.3515;6866249.2071;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Corentin Cariou
48.883193321300105, 2.371933128614294;"{""coordinates"": [2.371933128614294, 48.883193321300105], ""type"": ""Point""}";374;Jaurès;;;71940;Jaurès;43425;Jaurès;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653940.3893;6864980.5488;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Jaurès
48.84957521390955, 2.298625127144874;"{""coordinates"": [2.298625127144874, 48.84957521390955], ""type"": ""Point""}";420;La Motte Picquet-Grenelle;;;71199;La Motte Picquet - Grenelle;43566;La Motte Picquet - Grenelle;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;648531.2392;6861287.7541;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;La Motte Picquet-Grenelle
48.88432566304799, 2.3673720385654686;"{""coordinates"": [2.367372038565469, 48.88432566304799], ""type"": ""Point""}";809;Stalingrad;;;71961;Stalingrad;44901;Stalingrad;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653606.9153;6865109.1288;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Stalingrad
48.87447567664767, 2.322001788877926;"{""coordinates"": [2.322001788877926, 48.87447567664767], ""type"": ""Point""}";759;Saint-Augustin;;;73690;Saint-Augustin;44857;Saint-Augustin;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;650270.4119;6864041.4896;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Saint-Augustin
48.83173796437048, 2.2374367869806067;"{""coordinates"": [2.237436786980607, 48.83173796437048], ""type"": ""Point""}";74;Billancourt;;;71034;Billancourt;42334;Billancourt;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;644022.0556;6859346.0848;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Billancourt
48.855094494476994, 2.3846997601328437;"{""coordinates"": [2.384699760132844, 48.855094494476994], ""type"": ""Point""}";156;Charonne;;;73647;Charonne;42560;Charonne;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;654852.271;6861848.7876;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Charonne
48.87169298457071, 2.338463081008744;"{""coordinates"": [2.338463081008744, 48.87169298457071], ""type"": ""Point""}";737;Richelieu-Drouot;;;71330;Richelieu Drouot;44642;Richelieu Drouot;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;651475.1884;6863721.8331;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Richelieu-Drouot
48.870590478011124, 2.3484911310789895;"{""coordinates"": [2.34849113107899, 48.870590478011124], ""type"": ""Point""}";91;Bonne Nouvelle;;;71320;Bonne Nouvelle;45100;Bonne Nouvelle;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;652209.7339;6863593.1266;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Bonne Nouvelle
48.88813847761218, 2.2497927690097654;"{""coordinates"": [2.249792769009765, 48.88813847761218], ""type"": ""Point""}";269;Esplanade de la Défense;;;71485;Esplanade de La Défense;42962;Esplanade de La Défense;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;644988.6344;6865608.5883;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Esplanade de la Défense
48.872097029931695, 2.40862005517699;"{""coordinates"": [2.40862005517699, 48.872097029931695], ""type"": ""Point""}";1093;Adrienne Bolland;;;73669;Adrienne Bolland;58502;Adrienne Bolland;A01757;C01679;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;656621.5514;6863725.9328;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Adrienne Bolland
48.89783032629845, 2.3382304271335834;"{""coordinates"": [2.338230427133583, 48.89783032629845], ""type"": ""Point""}";1210;Angélique Compoint;Porte de Montmartre;;72081;Angélique Compoint - Porte de Montmartre;45531;Angélique Compoint - Porte de Montmartre;A01757;C01679;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;651482.4811;6866628.2902;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Angélique Compoint
48.7336993470907, 2.371412538219709;"{""coordinates"": [2.371412538219709, 48.7336993470907], ""type"": ""Point""}";1157;Coeur d'Orly;;;69577;Coeur d'Orly;58782;Coeur d'Orly;A02134;C01774;TRAM 7;7;TRAMWAY;0;0;0;0;0;RATP;1;0;653769.8907;6848359.1046;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;Coeur d'Orly
48.89754933179902, 2.3249055851394216;"{""coordinates"": [2.324905585139422, 48.89754933179902], ""type"": ""Point""}";1212;Épinettes - Pouchet;;;72052;Epinettes - Pouchet;45478;Epinettes - Pouchet;A01757;C01679;TRAM 3b;3B;TRAMWAY;0;0;0;0;0;RATP;1;0;650505.3291;6866605.3147;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Épinettes - Pouchet
48.80363023251622, 2.3180536133374328;"{""coordinates"": [2.318053613337433, 48.80363023251622], ""type"": ""Point""}";1250;Bagneux - Lucie Aubrac;;;483315;Bagneux - Lucie Aubrac;483280;Bagneux - Lucie Aubrac;A01537;C01374;METRO 4;4;METRO;0;0;METRO 4;0;0;RATP;1;0;649912.797402;6856166.74058;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Bagneux - Lucie Aubrac
48.913710545549606, 2.3807356063950946;"{""coordinates"": [2.380735606395095, 48.913710545549606], ""type"": ""Point""}";1252;Mairie d'Aubervilliers;;;72524;Mairie d'Aubervilliers;483899;Mairie d'Aubervilliers;A01545;C01382;METRO 12;12;METRO;0;0;METRO 12;0;0;RATP;1;1;654612.5235;6868368.8379;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Mairie d'Aubervilliers
48.75218572078873, 2.504559838342837;"{""coordinates"": [2.504559838342837, 48.75218572078873], ""type"": ""Point""}";87;Boissy-Saint-Léger;;;72881;Boissy-Saint-Léger;43094;Boissy-Saint-Léger;A01856;C01742;RER A;A;RER;0;RER A;0;0;0;RATP;1;1;663575.0958;6850344.7528;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Boissy-Saint-Léger
48.798892500080676, 2.328136923064751;"{""coordinates"": [2.328136923064751, 48.798892500080676], ""type"": ""Point""}";22;Arcueil-Cachan;;;70263;Arcueil - Cachan;43067;Arcueil - Cachan;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;650648.8903;6855633.6247;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Arcueil-Cachan
48.843794351932786, 2.4635014194875513;"{""coordinates"": [2.463501419487551, 48.843794351932786], ""type"": ""Point""}";289;Fontenay-sous-Bois;;;71630;Fontenay-sous-Bois;47238;Fontenay-sous-Bois;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;0;660625.7196;6860550.1345;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Fontenay-sous-Bois
48.86995013493981, 2.7822267234490368;"{""coordinates"": [2.782226723449037, 48.86995013493981], ""type"": ""Point""}";182;Marne-la-Vallée-Chessy;;;68385;Marne-la-Vallée Chessy;43239;Marne-la-Vallée Chessy;A01856;C01742;RER A;A;RER;0;RER A;0;0;0;RATP;1;1;684025.274;6863346.7947;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Marne-la-Vallée-Chessy
48.82103881506317, 2.4638567953623163;"{""coordinates"": [2.463856795362316, 48.82103881506317], ""type"": ""Point""}";378;Joinville-le-Pont;;;70640;Joinville-le-Pont;43135;Joinville-le-Pont;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;0;660634.6208;6858019.7683;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Joinville-le-Pont
48.76169369040741, 2.3042273475518598;"{""coordinates"": [2.30422734755186, 48.76169369040741], ""type"": ""Point""}";392;La Croix-de-Berny-Fresnes;;;69813;La Croix de Berny;46007;La Croix de Berny Fresnes;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;648856.2342;6851512.9527;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;La Croix-de-Berny-Fresnes
48.808296588631435, 2.334354309639648;"{""coordinates"": [2.334354309639648, 48.808296588631435], ""type"": ""Point""}";403;Laplace;;;70427;Laplace;43607;Laplace;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;651114.3866;6856675.358;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Laplace
48.71694628758515, 2.245672514581906;"{""coordinates"": [2.245672514581906, 48.71694628758515], ""type"": ""Point""}";616;Palaiseau;;;63175;Palaiseau;47009;Palaiseau;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;644504.6761;6846577.5278;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Palaiseau
48.70275104207729, 2.071242846320578;"{""coordinates"": [2.071242846320578, 48.70275104207729], ""type"": ""Point""}";839;Saint-Rémy-lès-Chevreuse;;;62978;Saint-Rémy-lès-Chevreuse;47889;Saint-Rémy-lès-Chevreuse;A01857;C01743;RER B;B;RER;0;RER B;0;0;0;RATP;1;1;631653.9858;6845136.1632;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Saint-Rémy-lès-Chevreuse
48.78023729710839, 2.281430595437462;"{""coordinates"": [2.281430595437462, 48.78023729710839], ""type"": ""Point""}";742;Robinson;;;427230;Robinson;43186;Robinson;A01857;C01743;RER B;B;RER;0;RER B;0;0;0;RATP;1;1;647199.3342;6853589.6746;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Robinson
48.80620002476372, 2.4727204038021715;"{""coordinates"": [2.472720403802172, 48.80620002476372], ""type"": ""Point""}";826;Saint-Maur-Créteil;;;70393;Saint-Maur-des-Fossés - Créteil;44801;Saint-Maur-des-Fossés - Créteil;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;0;661274.3885;6856365.4867;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Saint-Maur-Créteil
