Geo Point;Geo Shape;gares_id;nom_long;nom_so_gar;nom_su_gar;id_ref_ZdC;StopName;id_ref_ZdA;nom_ZdA;idrefliga;idrefligc;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.78031379639699, 2.312307716888594;"{""coordinates"": [2.312307716888594, 48.78031379639699], ""type"": ""Point""}";102;Bourg-la-Reine;;;70033;Bourg-la-Reine;43097;Bourg-la-Reine;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;649468.2085;6853577.9767;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Bourg-la-Reine
48.698196976301936, 2.136566717058361;"{""coordinates"": [2.136566717058361, 48.698196976301936], ""type"": ""Point""}";330;Gif-sur-Yvette;;;62890;Gif-sur-Yvette;47888;Gare de Gif-sur-Yvette;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;636455.3481;6844575.3205;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Gif-sur-Yvette
48.795383835614835, 2.513423298184714;"{""coordinates"": [2.513423298184714, 48.795383835614835], ""type"": ""Point""}";405;La Varenne-Chennevières;;;72998;La Varenne - Chennevières;43146;La Varenne - Chennevières;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;0;664256.3285;6855143.6716;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;La Varenne-Chennevières
48.70540392478546, 2.1927348848067565;"{""coordinates"": [2.192734884806756, 48.70540392478546], ""type"": ""Point""}";429;Le Guichet;;;63025;Le Guichet;43232;Le Guichet;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;640597.1051;6845332.8158;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Le Guichet
48.80537766216148, 2.4863497487790744;"{""coordinates"": [2.486349748779074, 48.80537766216148], ""type"": ""Point""}";431;Le Parc de Saint-Maur;;;70359;Le Parc de Saint-Maur;43234;Le Parc de Saint-Maur;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;0;662274.7753;6856267.4523;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Le Parc de Saint-Maur
48.89797344633644, 2.122117447472966;"{""coordinates"": [2.122117447472966, 48.89797344633644], ""type"": ""Point""}";439;Le Vésinet-Le Pecq;;;64582;Le Vésinet - Le Pecq;43237;Le Vésinet - Le Pecq;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;0;635638.9457;6866798.6735;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Le Vésinet-Le Pecq
48.70814058364534, 2.237314364639455;"{""coordinates"": [2.237314364639455, 48.70814058364534], ""type"": ""Point""}";617;Palaiseau-Villebon;;;63067;Palaiseau - Villebon;43175;Palaiseau - Villebon;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;643880.336;6845604.4536;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Palaiseau-Villebon
48.84288484082361, 2.5800859119743564;"{""coordinates"": [2.580085911974356, 48.84288484082361], ""type"": ""Point""}";597;Noisy-Champs;;;73163;Noisy - Champs;58937;Noisy - Champs;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;0;669181.367;6860397.1861;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Noisy-Champs
48.840033787418086, 2.3370964308800906;"{""coordinates"": [2.337096430880091, 48.840033787418086], ""type"": ""Point""}";680;Port Royal;;;71106;Port Royal;44500;Port Royal;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;651345.3912;6860202.4553;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Port Royal
48.78135672132316, 2.2976476777940333;"{""coordinates"": [2.297647677794033, 48.78135672132316], ""type"": ""Point""}";790;Sceaux;;;74265;Sceaux;59206;Sceaux;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;648392.0449;6853703.414;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Sceaux
48.771707906964316, 2.507482645714313;"{""coordinates"": [2.507482645714313, 48.771707906964316], ""type"": ""Point""}";841;Sucy-Bonneuil;;;72929;Sucy - Bonneuil;58792;Sucy - Bonneuil;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;0;663803.5173;6852513.9541;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Sucy-Bonneuil
48.883334876553725, 2.2338714337907755;"{""coordinates"": [2.233871433790775, 48.883334876553725], ""type"": ""Point""}";713;Puteaux;;;71422;Puteaux;43184;Puteaux;A01192;C01390;TRAM 2;2;TRAMWAY;0;0;0;0;0;RATP;1;0;643816.0049;6865085.6726;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/6adc5920dae46cc3393723124d9e7886;Puteaux
48.86251523497548, 2.345785860039181;"{""coordinates"": [2.345785860039181, 48.86251523497548], ""type"": ""Point""}";460;Les Halles;;;474151;Les Halles;45102;Châtelet les Halles;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;652003.8587;6862696.8633;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Les Halles
48.76956333368779, 2.309905064564246;"{""coordinates"": [2.309905064564246, 48.76956333368779], ""type"": ""Point""}";622;Parc de Sceaux;;;69906;Parc de Sceaux;43177;Parc de Sceaux;A01857;C01743;RER B;B;RER;0;0;0;0;0;RATP;1;0;649281.2192;6852384.2514;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;Parc de Sceaux
48.834292980473194, 2.33285230996089;"{""coordinates"": [2.33285230996089, 48.834292980473194], ""type"": ""Point""}";237;Denfert-Rochereau;;;71056;Denfert Rochereau;473890;Denfert-Rochereau;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;651028.503;6859566.7636;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Denfert-Rochereau
48.87514981972761, 2.295904904713175;"{""coordinates"": [2.295904904713175, 48.87514981972761], ""type"": ""Point""}";152;Charles De Gaulle-Étoile;;;71347;Charles-de-Gaulle Étoile;58759;Charles-de-Gaulle Étoile;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;648356.9845;6864133.201;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Charles De Gaulle-Étoile
48.884896255150515, 2.2977243464801775;"{""coordinates"": [2.297724346480178, 48.884896255150515], ""type"": ""Point""}";631;Pereire-Levallois;;;71453;Péreire;44314;Péreire Levallois;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;648500.0697;6865215.7477;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Pereire-Levallois
48.85316798489062, 2.343285978923924;"{""coordinates"": [2.343285978923924, 48.85316798489062], ""type"": ""Point""}";776;Saint-Michel;;;73620;Saint-Michel Notre-Dame;44877;Saint-Michel Notre-Dame;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;651811.8161;6861659.0529;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Saint-Michel
48.820350034190184, 2.3385807496409954;"{""coordinates"": [2.338580749640995, 48.820350034190184], ""type"": ""Point""}";988;Cité Universitaire;;;70623;Cité universitaire;473843;Cité Universitaire;A01193;C01391;TRAM 3a;3A;TRAMWAY;0;0;0;0;0;RATP;1;0;651435.999;6858012.9351;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Cité Universitaire
48.93615562725767, 2.3464709021070975;"{""coordinates"": [2.346470902107098, 48.93615562725767], ""type"": ""Point""}";760;Saint-Denis;;;72323;Saint-Denis;412743;Saint-Denis;A01191;C01389;TRAM 1;1;TRAMWAY;0;0;0;0;0;RATP;1;0;652121.8885;6870884.9292;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Saint-Denis
48.90101049575467, 2.2135566086399585;"{""coordinates"": [2.213556608639959, 48.90101049575467], ""type"": ""Point""}";578;Nanterre-Université;;;70956;Nanterre Université;43170;Nanterre Université;A01856;C01742;RER A;A;RER;0;0;0;0;0;RATP;1;1;642345.8425;6867065.7254;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;Nanterre-Université
48.84074501612618, 2.2285369814916316;"{""coordinates"": [2.228536981491632, 48.84074501612618], ""type"": ""Point""}";100;Boulogne - Pont de Saint-Cloud;Rhin et Danube;;70721;Boulogne Pont de Saint-Cloud / Rhin et Danube;42381;Boulogne Pont de Saint-Cloud - Albert Kahn;A01543;C01380;METRO 10;10;METRO;0;0;METRO 10;0;0;RATP;1;0;643378.5475;6860353.904;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Boulogne - Pont de Saint-Cloud
48.9063747711693, 2.4491899044793364;"{""coordinates"": [2.449189904479336, 48.9063747711693], ""type"": ""Point""}";79;Bobigny Pablo Picasso;Préfecture - Hôtel du Département;;72486;Bobigny Pablo Picasso;42345;Bobigny Pablo Picasso;A01538;C01375;METRO 5;5;METRO;0;0;METRO 5;0;0;RATP;1;0;659623.938;6867515.9439;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Bobigny Pablo Picasso
48.82818847631351, 2.3271646496078247;"{""coordinates"": [2.327164649607825, 48.82818847631351], ""type"": ""Point""}";10;Alésia;;;71030;Alésia;42175;Alésia;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;650605.2307;6858891.5557;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Alésia
48.86532271167806, 2.356729869173701;"{""coordinates"": [2.356729869173701, 48.86532271167806], ""type"": ""Point""}";27;Arts et Métiers;;;71293;Arts et Métiers;42230;Arts et Métiers;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;652809.2865;6863002.4359;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Arts et Métiers
48.789920466889434, 2.45051152829059;"{""coordinates"": [2.45051152829059, 48.789920466889434], ""type"": ""Point""}";226;Créteil-Université;;;70172;Créteil Université;42779;Créteil Université;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;659630.7057;6854566.5406;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Créteil-Université
48.83904114371398, 2.389620014061439;"{""coordinates"": [2.389620014061439, 48.83904114371398], ""type"": ""Point""}";244;Dugommier;;;71606;Dugommier;42869;Dugommier;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;655199.4898;6860061.0017;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Dugommier
48.89058718661181, 2.320174757151551;"{""coordinates"": [2.320174757151551, 48.89058718661181], ""type"": ""Point""}";113;Brochant;;;73661;Brochant;45487;Brochant;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;650151.8309;6865834.137;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Brochant
48.87851411402383, 2.3816145119289653;"{""coordinates"": [2.381614511928965, 48.87851411402383], ""type"": ""Point""}";120;Buttes-Chaumont;;;71900;Buttes Chaumont;45609;Buttes Chaumont;A01550;C01387;METRO 7bis;7b;METRO;0;0;0;0;0;RATP;1;0;654646.2892;6864454.6451;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2;Buttes-Chaumont
48.84750708199681, 2.302968297817314;"{""coordinates"": [2.302968297817314, 48.84750708199681], ""type"": ""Point""}";123;Cambronne;;;71167;Cambronne;42419;Cambronne;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;648847.9144;6861054.9766;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Cambronne
48.91900755521728, 2.3426080144231554;"{""coordinates"": [2.342608014423155, 48.91900755521728], ""type"": ""Point""}";126;Carrefour Pleyel;;;72217;Carrefour Pleyel;42447;Carrefour Pleyel;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;651823.021;6868980.4409;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Carrefour Pleyel
48.86760214522151, 2.3138941304816147;"{""coordinates"": [2.313894130481615, 48.86760214522151], ""type"": ""Point""}";145;Champs-Élysées – Clemenceau;Grand Palais;;71305;Champs-Élysées Clemenceau;42531;Champs-Élysées Clemenceau;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649669.1079;6863282.3427;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Champs-Élysées – Clemenceau
48.84479476371181, 2.293951963648718;"{""coordinates"": [2.293951963648718, 48.84479476371181], ""type"": ""Point""}";197;Commerce;;;71132;Commerce;42734;Commerce;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;648183.5662;6860759.2738;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Commerce
48.86681836985009, 2.3220828486761693;"{""coordinates"": [2.322082848676169, 48.86681836985009], ""type"": ""Point""}";201;Concorde;;;71298;Concorde;45676;Concorde;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;650269.0473;6863190.0048;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Concorde
48.86995751270301, 2.3710948397312004;"{""coordinates"": [2.3710948397312, 48.86995751270301], ""type"": ""Point""}";332;Goncourt;Hôpital Saint-Louis;;71840;Goncourt;43298;Goncourt;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;653867.1922;6863509.3023;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Goncourt
48.916382309922106, 2.2946851117025546;"{""coordinates"": [2.294685111702555, 48.916382309922106], ""type"": ""Point""}";297;Gabriel Péri;;;72203;Gabriel Péri;43042;Gabriel Péri;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;648308.4732;6868718.8268;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Gabriel Péri
48.85017786279968, 2.384092210055667;"{""coordinates"": [2.384092210055667, 48.85017786279968], ""type"": ""Point""}";279;Faidherbe Chaligny;;;74001;Faidherbe Chaligny;42980;Faidherbe Chaligny;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;654803.4286;6861302.4488;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Faidherbe Chaligny
48.84447014129587, 2.317852783041332;"{""coordinates"": [2.317852783041332, 48.84447014129587], ""type"": ""Point""}";280;Falguière;;;73641;Falguière;42981;Falguière;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;649937.2765;6860707.7605;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Falguière
48.84789565020843, 2.2640820307462217;"{""coordinates"": [2.264082030746222, 48.84789565020843], ""type"": ""Point""}";543;Michel Ange-Auteuil;;;71206;Michel-Ange - Auteuil;44138;Michel-Ange - Auteuil;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;645994.7057;6861124.0745;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Michel Ange-Auteuil
48.88718394686579, 2.3257796748068915;"{""coordinates"": [2.325779674806892, 48.88718394686579], ""type"": ""Point""}";416;La Fourche;;;71474;La Fourche;43548;La Fourche;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;650559.5701;6865452.1927;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;La Fourche
48.87497174554318, 2.34057598204372;"{""coordinates"": [2.34057598204372, 48.87497174554318], ""type"": ""Point""}";443;Le Peletier;;;478885;Le Peletier;43656;Le Peletier;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;651633.2142;6864085.1114;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Le Peletier
48.83593030287887, 2.3525422662627022;"{""coordinates"": [2.352542266262702, 48.83593030287887], ""type"": ""Point""}";459;Les Gobelins;;;71076;Les Gobelins;43737;Les Gobelins;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652475.29;6859736.7848;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Les Gobelins
48.869633173024916, 2.326272274027749;"{""coordinates"": [2.326272274027749, 48.869633173024916], ""type"": ""Point""}";489;Madeleine;;;71324;Madeleine;43898;Madeleine;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;650579.0401;6863500.3584;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Madeleine
48.81052080428471, 2.384289600960821;"{""coordinates"": [2.384289600960821, 48.81052080428471], ""type"": ""Point""}";496;Mairie d'Ivry;;;70488;Mairie d'Ivry;44051;Mairie d'Ivry;A01540;C01377;METRO 7;7;METRO;0;0;METRO 7;0;0;RATP;1;0;654783.53;6856892.9064;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Mairie d'Ivry
48.85744869007581, 2.2858124441464076;"{""coordinates"": [2.285812444146408, 48.85744869007581], ""type"": ""Point""}";626;Passy;;;71237;Passy;45417;Passy;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;647598.9541;6862171.6349;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Passy
48.842871275006345, 2.3124475130659863;"{""coordinates"": [2.312447513065986, 48.842871275006345], ""type"": ""Point""}";628;Pasteur;;;71125;Pasteur;44273;Pasteur;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;649539.0462;6860533.4239;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Pasteur
48.86312321464208, 2.3858824493261475;"{""coordinates"": [2.385882449326147, 48.86312321464208], ""type"": ""Point""}";634;Père Lachaise;;;71787;Père Lachaise;44310;Père Lachaise;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;654945.9924;6862740.8407;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Père Lachaise
48.87694984811022, 2.3929839648173936;"{""coordinates"": [2.392983964817394, 48.87694984811022], ""type"": ""Point""}";651;Place des Fêtes;;;71885;Place des Fêtes;44396;Place des Fêtes;A01550;C01387;METRO 7bis;7b;METRO;0;0;0;0;0;RATP;1;0;655478.7954;6864274.2381;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/53a6369ab3772b0115d7c675f45329d2;Place des Fêtes
48.83143363013256, 2.355643643033711;"{""coordinates"": [2.355643643033711, 48.83143363013256], ""type"": ""Point""}";654;Place d'Italie;;;71033;Place d'Italie - Italie 2;44371;Place d'Italie;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652698.8522;6859234.942;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Place d'Italie
48.876047496005405, 2.337495844533765;"{""coordinates"": [2.337495844533765, 48.876047496005405], ""type"": ""Point""}";600;Notre-Dame-de-Lorette;;;71350;Notre-Dame-de-Lorette;44210;Notre-Dame-de-Lorette;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;651408.3042;6864206.6184;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Notre-Dame-de-Lorette
48.87130850300574, 2.331493987087091;"{""coordinates"": [2.331493987087091, 48.87130850300574], ""type"": ""Point""}";606;Opéra;;;71337;Opéra;42237;Opéra;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;650963.6442;6863683.3869;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Opéra
48.853772788014886, 2.4118948370564355;"{""coordinates"": [2.411894837056435, 48.853772788014886], ""type"": ""Point""}";693;Porte de Montreuil;;;71710;Porte de Montreuil;44520;Porte de Montreuil;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;656846.5807;6861686.6193;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Porte de Montreuil
48.869628863778516, 2.354468813108209;"{""coordinates"": [2.354468813108209, 48.869628863778516], ""type"": ""Point""}";836;Strasbourg-Saint-Denis;;;73633;Strasbourg - Saint-Denis;44909;Strasbourg Saint-Denis;A01537;C01374;METRO 4;4;METRO;0;0;0;0;0;RATP;1;0;652647.3321;6863482.6009;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Strasbourg-Saint-Denis
48.85162059096899, 2.3615249655078383;"{""coordinates"": [2.361524965507838, 48.85162059096899], ""type"": ""Point""}";842;Sully-Morland;;;71201;Sully Morland;44911;Sully Morland;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;653148.7307;6861476.0206;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Sully-Morland
48.87547445667917, 2.398867596625601;"{""coordinates"": [2.398867596625601, 48.87547445667917], ""type"": ""Point""}";848;Télégraphe;;;71870;Télégraphe;44923;Télégraphe;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;655909.0693;6864106.8825;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Télégraphe
48.83796121443632, 2.2571222298326203;"{""coordinates"": [2.25712222983262, 48.83796121443632], ""type"": ""Point""}";695;Porte de Saint-Cloud;Parc des Princes;;71084;Porte de Saint-Cloud;44524;Porte de Saint-Cloud;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;645473.5838;6860024.2598;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Porte de Saint-Cloud
48.82135578381409, 2.3692905873460295;"{""coordinates"": [2.369290587346029, 48.82135578381409], ""type"": ""Point""}";704;Porte d'Ivry;;;70636;Porte d'Ivry;44507;Porte d'Ivry;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;653691.6801;6858106.3134;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Porte d'Ivry
48.87388185415816, 2.385316215101792;"{""coordinates"": [2.385316215101792, 48.87388185415816], ""type"": ""Point""}";716;Pyrénées;;;71864;Pyrenées;44580;Pyrénées;A01544;C01381;METRO 11;11;METRO;0;0;0;0;0;RATP;1;0;654913.7648;6863937.4476;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Pyrénées
48.83704512015793, 2.3728257245425723;"{""coordinates"": [2.372825724542572, 48.83704512015793], ""type"": ""Point""}";717;Quai de la Gare;;;71597;Quai de la Gare;44582;Quai de la Gare;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;653965.0897;6859848.7241;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Quai de la Gare
48.869637996887164, 2.3362327568689163;"{""coordinates"": [2.336232756868916, 48.869637996887164], ""type"": ""Point""}";719;Quatre Septembre;;;71313;Quatre Septembre;44587;Quatre Septembre;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;651309.6735;6863494.7068;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Quatre Septembre
